Word;EN title;EN Indication;EN Definition
aḫḫūtu;aḫḫūtu;[Human → Family];"brotherhood ; sisterhood"
aḫia aḫia;aḫia aḫia;": abreast , side by side ;";Cf. aḫītu, aḫannâ
aḫiš;aḫiš  ();"on one's own , alone , isolated ;";Cf. aḫu (2)
aḫîš;aḫîš  ();"each other , one another ; (kī) aḫîš : together ; issi aḫîš / issaḫîš : together ; ana aḫîš : one another , mutually ; ina muḫḫi aḫîš : one after the other ;";Cf. aḫu, aḫamma, aḫānu (1), aḫāmiš
aḫištu;aḫištu  ();[Science → Mathematics];
aḫīt tanti *;aḫīt tanti *;[Humanities → Geography → Rivers];lakeside , riverside
aḫītu;aḫītu;"1) a side , a flank ; ina aḫītēšu : secretly , in secrecy , on the sly ; 2) a margin , an edge (?) ; 3) an oddity ; 4) plural : surroundings, environment ; 5) entourage , associates ; 6) misfortune , defamation ; 7) : additional payment ;";See also : battu, idu, lētu, šaḫātu
aḫīu (2);aḫīu (2);unaccustomed / not used to ,;
aḫiu;aḫiu  ();;→ aḫû
aḫīu;aḫīu;;→ aḫû (1)
āḫizānu;āḫizānu  ();[Human being];"the one who marries / the groom , the one who married ;"
aḫiztu;aḫiztu  ();[Human being];"a married woman ;"
aḫlamatti;aḫlamatti  ();[Humanities → Language];"in aḫlamû / Aramean language , in Aramaic ;"
aḫlamû;aḫlamû  ();[Humanities → Geography];"1) a nomadic people living close to the Amorites : Aramaeans ; 2) the Aramaic language ;"
aḫmaḫam;"aḫmaḫam  ( ; Susa)";"one another / each other ;";Cf. aḫmāmu
aḫmaḫim;aḫmaḫim;;→ aḫmaḫam
aḫmāmiš;aḫmāmiš;;→ aḫmāmu
aḫmāmu;"aḫmāmu  ( ; Susa)";"one another , each other ; ana aḫmamu / eli aḫmāmu : against each other ; mala aḫmāmu : together , equally ;";Cf. aḫmaḫam, aḫāmiš, aḫā ' iš
aḫrâtaš;aḫrâtaš  (adv.);[Time];"for ever after ; aḫrâtaš nišī/ūmī for posterity"
aḫriātiš;aḫriātiš;[Time];
aḫrītiš;"aḫrītiš  (adv. ; )";[Time];"for the future ; aḫrītiš ūmī in future days"
aḫrītu;aḫrītu  (n. fem.);[Time];"future ; aḫrât ūmī later days ; nišī aḫrâti posterity"
aḫu (1);"aḫu (1)  [ŠEŠ : ]  (n. ; st. constr. aḫi ; pl. aḫḫū)";[Human → Family];"a brother ; aḫāt aḫi : brother's sister ; alti aḫi / issi aḫi : sister-in-law ; mār aḫi : a nephew , the brother's son ; mar ' at aḫi : a niece , the brother's daughter ;"
aḫû (1);aḫû (1)  [BAR : ]  (adj.);"strange , unfamilar , uncanonical , abnormal , queer , weird ; stranger , outsider ;";Cf. aḫu
aḫu (2);aḫu (2);[Human → Body];"1) an arm , the side ; aḫu nadû : to drop one's arm / be lazy ; nadê aḫu rašû : to become negligent ; uppi aḫu : the armpit ; birti aḫu : the chest (?) ; 2) the handle / the arm (of an instrument) ; 3) : (dual) : strength , ability ; 4) [GÚ : ] : side , seashore , a river bank , the edge (city,field) , the wing (of an army) , the flank (of an animal) ; aḫu šattim : the turn / beginning of the (financial) year ; aḫu ana aḫu : side by side ; (ina) aḫu : beside , at ; 5) : a part , a share , one half ; aḫātu (plural feminine) : a partner , an associate , a joint proprietor ; 6) : aḫānu (plural masculine) : arm-fetters (?) , the wings of a building (?) ; 7) a sleeve / a flap (of a garment) , armour : a mail-armlet ; 8) nīd aḫi : negligence , laxity , I-don't-care attitude ;"
aḫu (2);aḫu (2)  (n.);"forearm, arm ; side";Cf. aḫiš
aḫû (2);aḫû (2);[Human → Family];"(Gt) : to become brothers , to befriend , to fraternize , to make friends , to pal up ;"
aḫu emādu *;aḫu emādu *;(D) to set to (work) , to tackle (a job , a challenge);See also : aḫu ummudu
aḫu tabālu;aḫu tabālu;"to meddle , to interfere , to mess with ;";Cf. aḫu ubālu
aḫu talmīdu *;aḫu talmīdu *;schoolmate;See also : mulammidu *, talmīdu, aḫu talmīdu *, bēt ṭuppi, ummânu
aḫu ubālu;aḫu ubālu;"to meddle , to intervene , to mess with ;";Cf. aḫu tabālu
aḫu ummudu;aḫu ummudu;to put hands on , to touch , to get started with;See also : aḫu emādu
aḫû;aḫû;[Human → Disease];
aḫūla , aḫullâ , aḫullû , ebertān;aḫūla , aḫullâ , aḫullû , ebertān;[Humanities → Geography];"1) beyond ; 2) on the other side , on the other bank , across the river ;"
aḫula;aḫula  ();alas;Variants : aḫūlamma
aḫūla;aḫūla;[Human → Speech];woe !
aḫulab;aḫulab;;→ aḫulap
aḫulabakku;aḫulabakku;[Religion];"lamentation (with ""aḫulap"" exclamations) ;"
aḫūlamma;aḫūlamma  ();;→ aḫula
aḫulap;"aḫulap  (interj. ; ; aḫulab ; : aḫulup / aḫulapum)";"1) (petition to a deuty for mercy / clemency) : that is enough ! 2) [šam aḫulap] : (a plant name) ;";Variants : aḫulab, aḫulup
aḫullâ;aḫullâ  ();[Humanities → Geography → Rivers];"on the other shore, on the other bank ; on the other side, beyond"
aḫullû;aḫullû;[Humanities → Geography → Rivers];
aḫullûa;aḫullûa  ();[Humanities → Geography → Rivers];
aḫulup;aḫulup  ();;→ aḫulap
aḫurrû;"aḫurrû  (n. ; )";"junior, inferior ; younger child";Cf. aḫāru
aḫussu;aḫussu;[Science → Physical sciences];"soda ;"
aḫzu;aḫzu;[Human → Family];"married ;"
ai (1);ai (1);[Humanities → Language];"1) not ; 2) : (vetitive particle before preterit) : may (the subject) not ... ; 3) : (before stative perfect = emphasis in denial) , ai addin : I certainly did not give , I positively did not give ; 4) : (double negation with second person with preterit = strong positive exhortation) : definitely , (subject) shall (?) ; 5) : no ! (usually before a vocative) ; 6) : no ! (before a prohibition) ;"
ai (2) , â , ayyi , ayya , ayyu;ai (2) , â , ayyi , ayya , ayyu;[Moral life → Feelings];: alas
ai (2);ai (2);[Moral life → Feelings];: alas !
ai (3);ai (3);: where ? (in personal names);See also : aiāka, alê, ali, ēkâ °, ēkamma °, ēkānu °, ēkīam *
ai *;ai *;may not;
aiāka , alê , ali , ēkâ ° , ēkāmma ° , ēkānu ° , ēkīam;aiāka , alê , ali , ēkâ ° , ēkāmma ° , ēkānu ° , ēkīam;[Humanities → Geography];"1) where ? ; 2) how ? ;"
aiākamēni lā;aiākamēni lā;"nowhere ;";
aiālu;aiālu;[Industry];"help , aid , succour ; issi X uzuzzu / katāru / šêdu / tappūti alāku : to help / aid , to give a helping hand ; ālik tappūti / nērāru , rēṣu : a helper , an aid , a rescuer ; kātiru , ṭābu : helpful , useful ;"
aiar ili;aiar ili;[Animals];chameleon
aiāši;aiāši;me;
aiēša;aiēša  (question);[Humanities → Geography];whither ? , where to ?
aʾīlu;aʾīlu  ();;→ awīlu
aʾīluttu;aʾīluttu  ();;→ awīlūtu
aiumma;aiumma;[Human being];"anyone ;"
aiuru;aiuru   (airu);[Art → Architecture];"see also kakkabtu : a rosette , a bow / a cocade , a flower ;"
ajinna;ajinna;[Humanities → Geography];where from ?
ajiš;ajiš  (question);[Humanities → Geography];where to ?
akal šīri *;"akal šīri *  (rubrique ""nourriture / cuisine"" à créer)";[Feeding → Cooking];meat loaf
akalu;akalu  [NINDA.ḪI.A : ]  ([NINDA.MESH : ]);[Feeding → Food];"1) bread , loaf ; 2) food , victuals ; akal tumri : bread baked over coals ; akalu ḫarrani : journey-bread /snack for travel ; : bēl akalu : a guest ; akalu ginê : offering bread ;"
akālu;akālu  [GU7 : ]  (vb. a/u);"G. to eat ; to feed (intr.) ; to devastate, consume, to disfigure ; to irritate, hurt ; to absorb ; to spend ; to enjoy, have usufruct ; to decrease in width (Mathematics) Gt. to devastate, consume each other Š. to feed (tr.), graze ; to make consume ; to steep ; to satisfy s.o. ; stat. : to be infected Št. to multiply together, square (Mathematics) ; tulâša akālu : to breast-feed ;";Cf. akkilu
akalūtu;akalūtu;[Country → Trees];": tree ;"
akāmu;akāmu  ();[Sky → Climate];dust, mist
akanna;"akanna  (adv. ; )";so, thus;Variants : ekannam, kanna, kannâ
akanna;akanna  ();"here ; ana akanna hither";Variants : akanni, akannu
akannaka;"akannaka  (adv. ; )";there;Variants : akannaku, akannakunu
akannaku;akannaku;;→ akannaka
akannakunu;akannakunu;;→ akannaka
akannama;akannama  ();similarly, likewise;Variants : kannama
akanni;akanni  ();[Time];"now ;"
akanni;akanni;;→ akanna
akannu;akannu;;→ akanna
akānu;akānu;[Animals];
akânu;akânu  ();hither, this way;
akāšu;akāšu;[Transport → Surface];"G : to go , to move , to walk ;"
akāwa;"akāwa  (stems from Hurrite ;)";"on (this) side ;";
akī arḫi;akī arḫi;[Time];per month
akī ša;akī ša;just as , in the way that;See also : akī arḫi, akī, akânu
akī;akī  ();;→ kī
akia;akia  ();in the following way;See also : kīam
ākil karṣu;ākil karṣu;[Legal];: slanderer
ākil simini *;ākil simini *;[Time];time-consuming
akiltu;akiltu  (n. f., );"1) consumption, expended goods , expenditure ; 2) expenses / expenditure , disbursement / outgoings ;";Cf. akālu
ākilu (2);ākilu (2);[Animals → Insects];1) : a cultic performer 2) : a jackal 3) : a caterpillar 4) a weevil , vermin (?) , a cheese-mite weevil
ākilu;ākilu  (n.);[Animals → Insects];"1) that eats , eating ; 2) eater , man-eater , cannibal , devourer , glutton ; 3) : a caterpillar ; 4) corrosive ;"
akītu;"akītu  [Á.KI.IT : , A.KI.TU : , Á.KI.TUM : ]  (n. f., pl. akiātu, akâte ; )";[Religion];"1) a victory festival ; 2) (also in personal names) ; [ūm / isin akīti] : Akitu (New Year -First of Nissan- celebration) day / festival ; [bīt akītu] : Akitu festival building ; [akītu ṣēri] : Akitu in the countryside ; [bāb akītu] : Akitu gate ;"
akkadattu;akkadattu;[Humanities → Geography → Countries];"in Akkadian ;"
Akkade;"Akkade  (Controversy : it seems likely that this accepted name be a misreading of the name ""Arak"" (close to the name ""Iraq"" as well as the Biblical ""Erech"" ...) ; according to Lamsa)";[Humanities → Geography → Countries];"land / area, city (?) : Akkad ;"
akkadīia;akkadīia  ();[Animals → Domestic];"a cock , a rooster ;"
akkadītu;akkadītu  ();[Animals → Domestic];"1) feminine of akkidīyē : Akkadian ; 2) a hen ;"
akkadû;akkadû  [URI : ]  (f. akkadītu);"Akkadian, from Akkade ;";Cf. Akkade, akkadû, akkidīyē
akkāʾi;akkāʾi;"interrogative pronoun : how?
conjunction : akkāʾi kī how ; when, as soon as";Variants : akkâya
akkāʾikī;"akkāʾikī  ( ; interrogative pronoun)";[Measures];how much, how many?
akkannu;"akkannu  ( ; a(k)kānu ;)";[Animals];"1) a wild ass , an onager , a wild donkey ; 2) (Nuzi) : (a breed of horses) ; 3) : ( a bird) ;"
akkānu;akkānu;[Animals];
akkâya;akkâya;;→ akkāʾi
akkī;akkī  ();;→ kī
akkidīyē;akkidīyē  [URI.KI : ];"1) : languages, furniture, boats, cloth ... : from Akkade, made in Akkade ; 2) genric name ? : the Akkadians (?) ; feminine : akkadītu ; 3) a breed of sheep ;";Cf. Akkade, akkadû, akkidīyē
akkilu;akkilu;[Feeding];"2) a gormandizer 1) : an eater (lion) , a (man)-eating ; 2) a glutton , a gormandizer , a gourmand ; [akkilūtu] : la gloutonnerie , la gourmandise ;"
akku;akku;[Moral life → Feelings];furious
akkû;akkû  ();[Animals → Birds];"an owl ;"
akkullu;"akkullu  [NÍG.GUL : ]  (n. ; pl. f., rar. m. ; )";[City → Buildings];hatchet, pick, pickaxe, adze
aklu;aklu;;→ akalu
aklu;aklu;[Professions];
aksuppu;aksuppu  ();[Nature → Minerals];
akṣu , ekṣu;akṣu , ekṣu;[Moral life → Fault];dangerous , terrible , overbearing , brazen , unruly
akṣu;"akṣu  (ekṣu ; ; wakṣum (archaïc) ;)";[Army → War];"(ennemy, mountains , illness) : brazen , insolent , cheeky , impudent , sassy (?) , dangerous , racy , perilous , risky , hazardous , daredevil (?) ;"
akû (1);akû (1)  ();"weak, powerless, humble ;";Cf. makûtu, makû (1)
akû;akû;[Animals → Birds];
akû;akû  ();[Human → Hygiene];cripple
akul sāsi;akul sāsi;[Clothing];"moth-eaten ;"
akullû;akullû;[Feeding → Food];"alimentation , food , nourishment , nutrition , feeding , livelihood , supply (?) ;"
akussu;akussu  ();[Feeding → Cooking];
akûtu;akûtu;[Human → Hygiene];powerlessness
akûtu;akûtu  ();[Human → Hygiene];"invalidité ; akûta alāku devenir invalide"
al (2);al (2)   [UGU : ]  ();[Measures];"1) on , over , above , against ; 2) more than ; 3) in addition to ; 4) enemy, person ; to shout, anger ... :at / to / on account of , on behalf of ; ṭiābu al : to please someone ; marāṣu al : to displease someone ;"
āl bēlūti *;āl bēlūti *;[Humanities → Geography → Countries];royal city , capital city , city of government
āl kiššūti;āl kiššūti;[Government];"a capital city ;"
al;al;[Humanities → Geography];
aladlammû;aladlammû  [ÀLAD.LAMMA : ]  ();[Religion → Myths];"a human-headed bull-colossus ;"
alādu;alādu;;→ walādu
alāk pāni;alāk pāni;"a headway , an advance , a progress , a progression , an improvement (?) ;";
alaktu;alaktu  [A.RÁ : ]  (pl. alkakātu);"1) the gait of a man, an animal ; 2) the route , the journey of gods, people ; alaktu parāsu : to break / interrupt someone's course ; 3) the course of stars, water, illness, fire, wind (?) ... , the path of the wind ? ; 4) : way of life , lifestyle , behaviour / behavior ; alaktu še ' u(m) : to look after someone ; 5) trip, journey ; business trip, caravan ; 2) behavior";Cf. alāku, māluku, alaktu, talluku, tallaktu
alāku (ša dāmi);alāku (ša dāmi);[Human → Body];"to bleed ; kusup libbi : a bleeding heart ;"
alāku;"alāku  [DU : ]  (vb. a/i ; pres. illak, pret. illik, perf. ittalak)";"G. to go ; with vent. : to come ; +abstract nouns in -ūtu : to become ; X GAM/A.RÁ/ana Y alāku to multiply X by Y (Mathematics) Gt. to go off, away Gtn. to go repeatedly ; to wander Š. +abstract nouns in -ūtu : to make become ; stat. : to be appropriate, suitable";Cf. alāku, māluku, alaktu, talluku, tallaktu, lā āliku, muttalliku
alāla / alālu (1);"alāla / alālu (1)   (alāli , alīli ; ; [alīli] : (a work cry) ;)";[Art → Singing];"a harvest / work song ; [[alālu š/sasû] : to sing / strike up a work song ;"
alāla;alāla;[Art → Music];"a harvest song , a work-song ;"
alālu (1);alālu (1)  ();[Art → Music];"a work-song ; : alālu sasû / alālu šasû : to sing a work-song ;"
alālu (2);"alālu (2)  (vb. a/u ; )";"G. to hang, suspend Gt. to be tangled ; to be allied with s.o. ; Dt passive of D : qāta šūtulu : to hold one's hand / to refrain from striking ; N ; objects : to be hung up , lamentations ... : to hang in the air / to fill the air ;";Cf. mālaltu
alālu (3);alālu (3)  ();"Gt. to sing a joyful song ; to boast Š. to exult, celebrate";Cf. alīlu
alamgātu;"alamgātu  (n. f. pl. ; )";[Art → Sculpture];sculptures
alamgû;alamgû;[Professions];: seal-cutter
alamittu;alamittu  ();[Country → Trees];"1) a wild species of : date palm ; 2) suspended gardens of Nineveh : a worm conveyor / an auger system / an endless screw / a worm gear a device used to carry water upwards ;"
alamūtu;alamūtu  ();[Country → Trees];
alandimmû;alandimmû  [ALAN.DÍM.A : , ALAN.DÍM.MA : ]  (alamdimmû);[Religion → Divination];: (physiognomic omens) physique , form
alânu;alânu;[Country → Trees];
ālānû;"ālānû  (f. ālānītu ; )";living in a foreign place, abroad, in exile;Cf. ālu
alap kīši *;alap kīši *;[Animals];water buffalo (?)
alap nāri;alap nāri;[Animals → Wild];"a river-ox ;"
alappānu;alappānu;[Country → Fruits];"sweet pomegranate ; bittersweet beer"
alāpu;alāpu  ();Š. to immobilize, paralyze;
alašia;alašia;[Humanities → Geography → Countries];: Cyprus
alašû;alašû;[Humanities → Geography → Countries];: Cypriot , from Cyprus
alātu;"alātu  (vb. u/u ; )";[Human → Body];G. to swallow, absorb D = G
ālāyû;ālāyû  ();[Country];"a citizen, a villager ;"
alê;alê;[Humanities → Geography];
algumes;algumes;[Nature → Minerals];"crystal ;"
ali (2);ali (2);[Moral life → Conscience];: surely , certainly , assuredly , for sure
ali;ali;[Humanities → Geography];"interrogative pronoun : where ? ; conjunction : where(ever) ; preposition + inf. : at the place of"
aliānu;"aliānu  (n. ; )";[Country → Trees];oak
ālidu;ālidu;[Science → Natural sciences];
ālidūtu;ālidūtu;[Human → Family];maternity , parenthood
ālik ilki;ālik ilki;[Army → Military];"a performer of military or civil service ;"
ālik našpartu;ālik našpartu;[Professions];business manager , agent
ālik pānūtu;ālik pānūtu;[Moral life → Will];"a priorité , a seniority (?) , a precedence , a precedency (?) , a preference (?) , a right of way (?) ;"
ālik ṣēru;ālik ṣēru;[Army → Military];, [Nuzi] : type of soldier
ālik tappūti;ālik tappūti;[Moral life → Duty];"a helper ;"
aliltu;aliltu;[Moral life → Quality];
ālilu;ālilu;"1) : powerful ; 2) : epithet of deities : powerful , warriors : brave / gallant ; feminine : aliltu / eliltu ;";Cf. alālu (3)
ālissu;ālissu;[Science → Natural sciences];bearing mother , progenitress
alittu;alittu;[Animals → Birds];1) progenitress 2) she-duck
ālittu;ālittu;[Animals → Birds];"a she-duck ;"
aliu;aliu  ();;→ elû
āliūtum;āliūtum  ();[City];"plural of ālû : townsmen / village people / villagers ;"
alkakāti;alkakāti;"actions / deeds , activities , manners / behaviour / behavior / conduct , ways ;";Cf. ilkakātu, ilku (1)
alkatu;alkatu;;→ alaktu
alla;alla;[Humanities → Geography];"prep. : beyond ; apart from ; alla ana, alla ina beyond, past
adv. : instead, rather"
