Word;FR title;EN title;FR Indication;EN Indication;FR Definition;EN Definition
abnu;abnu  [NA4 : ]  (n. m. & f.);abnu  [NA4 : ]  (n. m. & f.);[Nature → Minéraux];[Nature → Minerals];"1) une pierre , un rocher , un roc ; 2) une pierre précieuse ; aban nisiqtu : une pierre de choix , une pierre précieuse ;";"1) a stone , a rock ; 2) a gem ; aban nisiqtu : a choice stone , a precious stone , a gem ;"
abrakkatu;abrakkatu;abrakkatu;[Métiers];[Professions];;
abrakkūtu;abrakkūtu;abrakkūtu;[Humain → Famille];[Human → Family];"le fait d'être une courtisane / une femme entretenue / une concubine / une maîtresse / une prostituée , la prostitution de luxe (?) ;";"courtesanship , being a mistress / an escort girl (?) ;"
abrātu(m);abrātu(m);abrātu(m);[Humain];[Human being];;
abrātu;"abrātu  (n. f. pl. ; )";"abrātu  (n. f. pl. ; )";[Humain → Famille];[Human → Family];genre humain, humanité, peuple;mankind, humanity, populace
abriš;"abriš  (adv. ; )";"abriš  (adv. ; )";[Nature];[Nature];comme un tas de broussailles;like a brushwood pile
abru (1);"abru (1)  ( ; littéraire)";"abru (1)  ( ; literary)";"1) fort (?) / robuste (?) ; 2) féminin pluriel : abrātu(m) : la populace , les gens , l'humanité ;";"1) strong (?) / robust (?) ; 2) feminine plural : abrātu(m) : populace , humanity ;";Variantes : abrātu(m);Variants : abrātu(m)
abru (2);abru (2)  ();abru (2)  ();[Animaux → Oiseaux];[Animals → Birds];"1) une aile d'oiseau ; 2) une nageoire de poisson ;";"1) a wing of a bird ; 2) a fin of a fish ;"
abru (3);"abru (3)  [IZI.ḪA.MUN : ]  (n. ; ; )";"abru (3)  [IZI.ḪA.MUN : ]  (n. ; ; )";[Nature];[Nature];"un tas de broussailles pour combustible ;";"a brush pile / a pile of brushwood for fuel ;"
abru (4);abru (4);abru (4);[Religion];[Religion];"une sorte de prêtre ;";"a kind of priest ;"
abrūtu;abrūtu  ();abrūtu  ();[Religion];[Religion];"l'état de prêtrise de type abru (4) ;";"abru (4) priethood ;"
abšānu;"abšānu  (n. ; )";"abšānu  (n. ; )";[Campagne → Agriculture];[Country → Agriculture];joug, harnais;yoke, harness
abšu;"abšu  ( ; pluriel : abšena)";"abšu  ( ; plural : abšena)";[Campagne → Plantes];[Country → Plants];"une lentille ;";"a lentil ;"
abtātu;"abtātu  (n. pl. ; )";"abtātu  (n. pl. ; )";[Ville → Bâtiments];[City → Buildings];ruines;ruins
abtu;abtu  ();abtu  ();[Ville → Bâtiments];[City → Buildings];"détruit ; n. f. pl. abtātu : ruines";"destroyed ; n. f. pl. abtātu : ruins"
Abu;"Abu  [ITI.NE.(NE.GAR) : ]  (n. ; )";"Abu  [ITI.NE.(NE.GAR) : ]  (n. ; )";[Temps → Mois];[Time → Month];Ab, cinquième mois de l'année (à peu près juillet-août);Ab, fifth month of the year (approximately July-August)
abu;abu  [AD : ]  (pl. abbū, abbāʾū, st. constr. abi, ab);abu  [AD : ]  (pl. abbū, abbāʾū, st. constr. abi, ab);[Humain → Famille];[Human → Family];"1) un père ; 2) un ancêtre ;";"1) a father ; 2) an ancestor , a forefather ;"
abūbāniš;abūbāniš  ();abūbāniš  ();[Ciel → Climat];[Sky → Climate];comme une inondation, comme un envahissement par les eaux;like a flood
abūbiš;abūbiš;abūbiš;[Ciel → Climat];[Sky → Climate];;
abūbu;abūbu  [A.MA.RU : ]  ();abūbu  [A.MA.RU : ]  ();[Ciel → Climat];[Sky → Climate];"1) une inondation , un déluge , une crue violente / un torrent ; ša pān abūbi : antédiluvien , préhistorique , datant d'avant le Déluge / l'inondation ; : ša lām abūbu : antédiluvien ; til abūbu : tas de ruines résultant du Déluge ; 2) (nom du / d'un monstre du Déluge) ; 3) une urgence , un cas d'urgence , une nécessité ; 4) titre divin : crue violente / torrent ;";"1) a flood / flooding , a deluge , a violent spate , an inundation ; ša pān abūbi : antediluvian , prehistoric , dating back before the Flood / flood ; : ša lām abūbu : antediluvian ; til abūbu : ruin mound from the Flood ; 2) (name of the / a Flood monster) ; 3) an emergency , an exigency (?) ; 4) 4) divine title : violent spate / torrent ;"
abuḫšinnu;abuḫšinnu;abuḫšinnu;[Campagne → Agriculture];[Country → Agriculture];céréale récoltée verte;a cereal harvested when green
abullu;abullu  [KÁ.GAL : ]  (n. fem.);abullu  [KÁ.GAL : ]  (n. fem.);"1) porte de la ville, passage de porte (ville, palais) ; 2) une borne , un jalon ;";"1) city-gate, gateway (city, palace) ; 2) a milestone ;";Voir aussi : bābu, maṣṣar bābi, ša pān bābi, atû, bēt abulli, abulmaḫḫu, abultannu;See also : bābu, maṣṣar bābi, ša pān bābi, atû, bēt abulli, abulmaḫḫu, abultannu
abulmaḫḫu;abulmaḫḫu  (abullu + sumérien maḫ);abulmaḫḫu  (abullu + Sumerian maḫ);[Ville → Bâtiments];[City → Buildings];": une grande porte ;";":a high gate ;"
abultannu;"abultannu  [LÚ.ABUL : ]  (n., ; abullu + suffixe Hourrite)";"abultannu  [LÚ.ABUL : ]  (n., ; abullu + Hurrian suffix)";[Métiers];[Professions];gardien de porte, portier;gate-keeper
abunnatu;"abunnatu  [LI.DUR : ]  (n. fem. ; )";"abunnatu  [LI.DUR : ]  (n. fem. ; )";[Humain → Corps];[Human → Body];"nombril, cordon ombilical ; centre ; embout, emboîtement";"navel, umbilical cord ; center ; socket ; hub ;"
abunnutu;abunnutu;abunnutu;[Science → Sciences naturelles];[Science → Natural sciences];"le cordon ombilical ;";"umbilical cord ;"
aburriš;"aburriš  (adv. ; ; littéraire)";"aburriš  (adv. ; ; literary )";[Campagne → Agriculture];[Country → Agriculture];"dans une verte prairie , en sécurité / hors de danger , dans la prospérité / dans l'abondance ;";"in a green meadow , in safety / safe , in properity / in affluence ;"
aburru (1);"aburru (1)  (n. ; )";"aburru (1)  (n. ; )";[Campagne → Agriculture];[Country → Agriculture];"pâturage, prairie , sens figuré : situation d'un peuple heureux ;";"pasture, water-meadow , figurative sense : situation of a contented populace ;"
aburru;aburru;aburru;[Lettres → Géographie → Pays];[Humanities → Geography → Countries];;
abūsātu;"abūsātu  (n. pl. ; )";"abūsātu  (n. pl. ; )";[Humain → Corps];[Human → Body];mèche de cheveux sur le front;forelock
abussu;abussu;abussu;[Ville → Bâtiments];[City → Buildings];;
abūsu;"abūsu  (n. ; pl. f. ; )";"abūsu  (n. ; pl. f. ; )";[Ville → Bâtiments];[City → Buildings];"magasin, entrepôt ; étable";"storehouse ; stable"
abutu;"abutu  (pl. abātē ; )";"abutu  (pl. abātē ; )";;;→ awātu;→ awātu
abutu;"abutu  (pl. abātē ; )";abutu  (feminine word);;[Human → Speech];→ awātu;"word , matter , affair , thing , statement , motif , subject , topic ; abat šarri : la parole du roi ; abutu ana abiti : adverb : verbatim , word for word , quote ; abutu kunnutu : a sure thing , a certainty , a fact ; abutu qallissu : a trifle , a mere detail , something not important ; bēl abiti : an adversary ; lā mūdû abiti : an ignorant , an ignoramus ; libbi abiti/loc] : the central issue , the crux (of an argument) , the main point , the heart of the matter ; mūdê abiti : adjective : well-informed , in the loop ;"
abutu;abutu  (mot féminin);"abutu  (pl. abātē ; )";[Humain → Parole];;"parole , sujet (de discussion) , affaire , chose (qui concerne) , déclaration , motif , matière (à discussion) ; abat šarri : la parole du roi ; abutu ana abiti/loc] : (adverbe) : mot pour mot , textuellement , sic ; abutu kunnutu : une certitude , un fait sûr et certain , une chose certaine abutu qallissu : une bagatelle , quelque chose de pas important , une chose de rien du tout , une vétille , une babiole , une broutille , un détail ; bēl abiti : un adversaire ; lā mūdû abiti : un ignorant , un Diafoirus ; libbi abiti : le cœur du sujet , le point crucial , le noeud du sujet , l'essentiel , le point le plus important , le plus important , ce qui compte ; mūdê abiti : adjectif : bien informé , au courant ;";→ awātu
abutu;abutu  (mot féminin);abutu  (feminine word);[Humain → Parole];[Human → Speech];"parole , sujet (de discussion) , affaire , chose (qui concerne) , déclaration , motif , matière (à discussion) ; abat šarri : la parole du roi ; abutu ana abiti/loc] : (adverbe) : mot pour mot , textuellement , sic ; abutu kunnutu : une certitude , un fait sûr et certain , une chose certaine abutu qallissu : une bagatelle , quelque chose de pas important , une chose de rien du tout , une vétille , une babiole , une broutille , un détail ; bēl abiti : un adversaire ; lā mūdû abiti : un ignorant , un Diafoirus ; libbi abiti : le cœur du sujet , le point crucial , le noeud du sujet , l'essentiel , le point le plus important , le plus important , ce qui compte ; mūdê abiti : adjectif : bien informé , au courant ;";"word , matter , affair , thing , statement , motif , subject , topic ; abat šarri : la parole du roi ; abutu ana abiti : adverb : verbatim , word for word , quote ; abutu kunnutu : a sure thing , a certainty , a fact ; abutu qallissu : a trifle , a mere detail , something not important ; bēl abiti : an adversary ; lā mūdû abiti : an ignorant , an ignoramus ; libbi abiti/loc] : the central issue , the crux (of an argument) , the main point , the heart of the matter ; mūdê abiti : adjective : well-informed , in the loop ;"
adagurru;"adagurru  [DUG.A.DA.GUR5 : , DUG.A.DA.GUR4 : , DUG.A.DA.KUR : ]  (n. ; )";"adagurru  [DUG.A.DA.GUR5 : , DUG.A.DA.GUR4 : , DUG.A.DA.KUR : ]  (n. ; )";[Religion];[Religion];récipient utilisé lors d'un culte religieux pour les libations;a container used in cult for libations
adaguru;adaguru;adaguru;[Religion];[Religion];;
adakanni;adakanni  ();adakanni  ();[Temps];[Time];;
adakurru;adakurru;adakurru;[Religion];[Religion];;
adammūmu;"adammūmu  (pl. f. ; )";"adammūmu  (pl. f. ; )";[Animaux → Insectes];[Animals → Insects];"une guêpe ;";"a wasp ;"
adanniš adanniš;adanniš adanniš;adanniš adanniš;[Mesures];[Measures];"extrêmement , exceptionnellement , de trop ;";"exceedingly , exceptionally , extremely , ;"
adanniš;"adanniš  (adv. ; )";"adanniš  (adv. ; )";"très , beaucoup , grandement, énormément, extrêmement , tout à fait / parfaitement , intensément , remarquablement / notablement , exceptionnellement ;";"very / quite , very much, greatly, extremely, exceedingly , intensely , exceptionally , remarkably / notably ;";Cf. dannu, adanniš adanniš;Cf. dannu, adanniš adanniš
adannu;adannu;adannu;[Temps];[Time];"1) un terme , un délai , une date , un temps / un moment / une époque ; 2) une période , un cycle , une phase , une longueur de temps ; ša adanni : périodique / régulier ; šikin adanni : un cadre temporel ; ūm adanni : une date fixée / une date limite / un terme / un délai ultime ;";"1) a term , a deadline , a date , a time ; 2) a period , a cycle , a phase , a tract ; ša adanni : periodical / regular ; šikin adanni : a time-frame ; ūm adanni : a fixed date ;"
adānu;"adānu  [UD.DUG4.GA : , U4.SUR : ]  (pl. f. ; )";"adānu  [UD.DUG4.GA : , U4.SUR : ]  (pl. f. ; )";[Temps];[Time];"1) date fixe, limite de temps ; ūm adāni jour fixé ; ina lā adāni au mauvais moment ; 2) le temps qui passe ; ina ūmīšu / inūmīšu / inūšu : à ce moment-là , à cette époque , en ces jours ; ṣâti : une époque lointaine , les temps lointains ; adverbe : urkītu : ultérieurement , plus tard , après ; nom : arkītu : le temps d'après ; minâti : le temps normal ; ūmu etāqu (Š) : passer le temps ; qudmu : les temps primitifs , les temps primordiaux , les touts premiers temps , au tout début ; mussa ' ' ītu : le temps libre , le loisir ; labāriš ūmē : avec le passage du temps ; ṭuppišu : durant la période convenue , avant la date limite ; ākil simini : qui prend du temps , qui fait perdre le temps ; ultu ulla : il y a longtemps ; simunu : le temps pour ; šikin adanni : un laps de temps , une période , un créneau de temps ; ina tarṣi / kīma simin : à l'époque de , au temps de ; šēzubtu : le temps libre , les loisirs ; šinīšu šalāšīšu : deux ou trois fois , plusieurs fois ; šalāšīšu arbīšu : plusieurs fois ;";"1) fixed date, time limit ; ūm adāni fixed day ; ina lā adāni at the wrong time ; 2) time passing ; ina ūmīšu / inūmīšu / inūšu : at that time ; ṣâti : distant time ; adverb : urkītu : at a later time ; noun : arkītu : the later time ; minâti : normal time ; ūmu etāqu (Š) : to pass time , to spend time ; qudmu : primeval time ; mussa ' ' ītu : spare time ; labāriš ūmē : with the passage of time ; ṭuppišu : within the agreed time ; ākil simini : time-consuming ; ultu ulla : long time ago ; simunu : time for ; šikin adanni : a time-frame ; ina tarṣi / kīma simin : at the time of ; šēzubtu : time off , leisure time ; šinīšu šalāšīšu : a couple of times , several times ; šalāšīšu arbīšu : several times ;"
adappu (2);adappu (2)  ();adappu (2)  ();[Ville → Hôtel];[City → Hotel];"1) une barre horizontale en bois pour bâtiments / métal pour portes 2) une planche (?) ;";"1) a horizontal crossbeam in buildings (of timber) ; for doors (of metal) ; 2) a board (?) ;"
adappu;adappu  ();adappu  ();[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];;
adāru (3);"adāru (3)  [GIŠ.ILDAG2 : ]  (n. ; )";"adāru (3)  [GIŠ.ILDAG2 : ]  (n. ; )";[Campagne → Arbres];[Country → Trees];un peuplier;poplar
adāru;adāru  (vb. a/u);adāru  (vb. a/u);"G. être sombre, s'obscurcir D. assombrir Dt. devenir sombre Š. assombrir N. s'assombrir ; être éclipsé (Astronomie)";"G. to be dark, become obscured D. to darken Dt. to become gloomy Š. to darken N. to become dark ; to become eclipsed (Astronomy)";Variantes : ḫadāru;Variants : ḫadāru
adāru;adāru  (vb. a/u);adāru  (vb. a/u);"G. être sombre, s'obscurcir D. assombrir Dt. devenir sombre Š. assombrir N. s'assombrir ; être éclipsé (Astronomie)";G. to be afraid, fear D. to frighten N. to worry about;Variantes : ḫadāru;
adāru;adāru  (vb. a/u);adāru  (vb. a/u);G. avoir peur, craindre D. effrayer N. s'inquiéter de qqch.;"G. to be dark, become obscured D. to darken Dt. to become gloomy Š. to darken N. to become dark ; to become eclipsed (Astronomy)";;Variants : ḫadāru
adāru;adāru  (vb. a/u);adāru  (vb. a/u);G. avoir peur, craindre D. effrayer N. s'inquiéter de qqch.;G. to be afraid, fear D. to frighten N. to worry about;;
adbaru;adbaru  [(NA4).AD.BAR : ];adbaru  [(NA4).AD.BAR : ];[Nature → Minéraux];[Nature → Minerals];le basalte;le basalte
addānika;addānika;addānika;[Humain → Sens];[Human → Senses];"attention ! / votre attention s'il vous plaît ! ; lētu nadû / na ' ādu : prêter attention , faire attention ; ēnē šakānu : prêter attention , donner toute son attention (avec les yeux ) ; puqqu : (D) faire attention , prêter attention ; uznu ana X šakānu : être tout ouïe , tourner son attention vers (avec les oreilles) , bien écouter ;";"attention ! / your attention please ! ; lētu nadû / na ' ādu : to pay attention ; ēnē šakānu : to pay attention , to give one's attention to (with the eyes) ; puqqu : (D) faire attention , prêter attention ; uznu ana X šakānu : to be all ears , to pay attention to (with the ears) , to listen carefully , to harken , to heed ;"
addāniqa *;addāniqa *;addāniqa *;S' il vous plaît;Please !;;
addanniš;addanniš;addanniš;;;→ adanniš;→ adanniš
addāru diri;addāru diri;addāru diri;[Temps → Mois];[Time → Month];Adar supplémentaire , treizième mois lunaire du calendrier ( toutes les deux ou trois années);intercalary Adar, thirteenth lunary month (occurring every two to three years)
Addaru;Addaru  [ITI.ŠE.(KIN.KUD) : ]  (n.);Addaru  [ITI.ŠE.(KIN.KUD) : ]  (n.);[Temps → Mois];[Time → Month];"Adar, douzième mois (à peu près février-mars) ; Addaru maḫrû premier Adar ; Addaru arkû Adar intercalaire";"Adar, twelfth month (approximately February-March) ; Addaru maḫrû first Adar ; Addaru arkû intercalary Adar"
addurāru;addurāru;addurāru;[Justice];[Legal];;
adê ṣabātu;adê ṣabātu;adê ṣabātu;[Armée → Militaire];[Army → Military];"1) G : adhérer à un traité / signer un traité , conclure un traité ; 2) Š : imposer un traité / faire signer un traité ;";"1) G : to join a treaty ; 2) Š : to impose a treaty ;"
adê;adê;adê;[Gouvernement];[Government];"un traité , une convention , un pacte , un serment d'allégeance ; bēl adê : un confédéré , un gardien / signataire (?) du traité ;";"a treaty , a covenant , a pact , a compact , a pledge of allegiance ; bēl adê : a confederate , a guardian / signatory (?) of a treaty ;"
adi , adu , ina;adi , adu , ina;adi , adu , ina;[Temps];[Time];"pendant (que) , durant ;";"while , during ;"
adi akanni;adi akanni;adi akanni;jusqu'à maintenant;until now , so far;;
adi bēt , adu bēt;adi bēt , adu bēt;adi bēt , adu bēt;[Temps];[Time];jusqu' à;until
adi bēt;adi bēt;adi bēt;jusqu' à ce que;until , whereto , till;;
adi darûni;adi darûni;adi darûni;[Humain → Parole];[Human → Speech];: tant que dureront (le ciel et la terre);: as long as (heaven and earth) last
adi maḫru;"adi maḫru  ( ; inscriptions royales assyriennes)";"adi maḫru  ( ; inscriptions royales assyriennes)";jusqu'à , en direction de , vers;up to , in the direction of , towards;Voir aussi : maḫar, ištu maḫru, maḫrātu, maḫriš, maḫrû (1);See also : maḫar, ištu maḫru, maḫrātu, maḫriš, maḫrû (1)
