Word;FR title;FR Indication;FR Definition
agugillu;"agugillu  ( ; origine sumérienne)";[Religion → Magie];"un sorcier ;"
agugiltu;agugiltu  ();[Religion → Magie];"une sorcière ;"
aguḫḫu;"aguḫḫu  ( ; pluriel : aguḫḫena ; origine Hourrite (?) ;)";[Habillement];"un baudrier , une ceinture ;"
agūnu;agūnu;[Habillement];": une tiare ;"
agur uqnî *;agur uqnî *;[Ville → Bâtiments];brique émaillée de bleu
agurru;"agurru  [SIG4.AL.ÙR.RA : , SIG4.AL.UR5.RA : ]  (n. m. & f. ; )";[Ville → Bâtiments];brique cuite
agurrum;agurrum  [SIG4.AL.ÙR.RA : ];"1) une brique cuite , une plaque de construction ; 2) [SIG4.AL.UR5.RA : ] : unité de mesure mathématique ; agurrum uqnî elleti : une brique faïencée bleue ; agurrum ša atbari / pēle pesê / ašnugalli : une bloc de construction de basalte / de grès blanc / d'albâtre ; agurrum kaspi ebbi : une brique d'argent pur ; 3) : un imposte / la pierre la plus basse d'une arche (?) / un impôt (?) ;";
agurrutu;agurrutu  ();[Animaux → Domestiques];
aḫ abi;aḫ abi;[Humain → Famille];oncle (paternel) , frère du père
aḫ ummi;aḫ ummi;[Humain → Famille];"oncle (maternel) , frère de la mère ;"
aḫ-abi;aḫ-abi;[Humain → Famille];"un oncle paternel ; aḫ-ummi : un oncle maternel ;"
aḫ-ḫur;aḫ-ḫur;": après ça , ensuite , puis ; de plus , en plus";Voir aussi : ana ḫur, ḫurri, ḫur
aha aha;aha aha  ();[Nombres];"un par un (?) , côte-à-côte (?) / bras dessus / bras dessous (?) ;"
aḫāiš apālu;aḫāiš apālu;"Gtn : faire pareil / en faire autant , rendre la pareille , retourner un geste / une attention, un sourire , partager affection, sentiment / ressentir la même chose ;";
aḫāiš ṣabātu;aḫāiš ṣabātu;[Armée → Guerre];"s'allier , regrouper ses forces ;"
aḫāʾiš;aḫāʾiš  (adv.);"ensemble , l'un l'autre , mutuellement , chacun l'autre ; : ahā ' iš ṣabātu : unir ses forces , se regrouper , s'unir , mettre en commun ses armées / forces ; ištu / itti aḫā ' iš : ensemble ; urki aḫā ' iš : l'un après l'autre , en se suivant / en file indienne (?) ; ana aḫā ' iš : l'un l'autre , ensemble ;";Cf. aḫu, aḫamma, aḫānu (1), aḫāmiš, aḫîš
aḫāmiš;aḫāmiš;": l'un l'autre , réciproquement / ensemble , mutuellement ; pūt aḫāmiš našû : ils se protègent mutuellement / l'un l'autre ; kī aḫāmiš : ensemble , en même temps , simultanément , au même moment ; itti aḫāmiš : ensemble , tous ensemble , en groupe ; arki aḫāmiš : l'un après l'autre ; ana (muḫḫi) aḫāmiš ensemble , à l'unisson ; ana pāni / tarṣi aḫāmiš : face à face ; meḫret aḫāmiš : de la même manière , pareillement / idem ;";Cf. aḫāʾiš, aḫamma, aḫānu (1), aḫāmiš, aḫîš
aḫamma;aḫamma  ();séparément;Cf. aḫu, aḫāʾiš, aḫānu (1), aḫāmiš
aḫammu;aḫammu  ();;→ aḫamma
aḫannâ;aḫannâ  ();[Lettres → Géographie → Rivières];"sur cette rive, de ce côté du fleuve ;"
aḫannumma;aḫannumma  ();;→ aḫennâ
aḫānu (1);aḫānu (1)   ();[Lettres → Géographie];"ailleurs , autre part ;"
aḫāru;aḫāru  (vb.);"G. stat. : être en retard, retardé D. retarder qqch. ; tarder ; stat. : être en attente Š. mettre en retard";Cf. aḫrītu, aḫrâ, aḫrûtu, aḫrâtaš, aḫrītiš, tēḫirtu, uḫurrā ' um, uḫrû, uḫḫurtu, uḫḫuru, aḫurrû
aḫāt abi *;aḫāt abi *;[Humain → Famille];tante paternelle , soeur du père
aḫāt aḫi *;aḫāt aḫi *;[Humain → Famille];soeur du frère
aḫāt ummi *;aḫāt ummi *;[Humain → Famille];tante (maternelle) , soeur de la mère
aḫātatu;aḫātatu  ();[Humain → Famille];petite soeur
aḫattu;aḫattu  ();[Humain → Famille];
aḫātu (2);aḫātu (2);[Lettres → Géographie];"1) : une rive , un rivage , une côte ; 2) : les manches (d'un vêtement) ; 3) (transgression morale) : la limite (?) / la ligne -à ne pas franchir- (?) , la ligne rouge (?) ;"
aḫātu;"aḫātu  [NIN : ]  (n. fem. ; pl. aḫḫātu, aḫḫuātu)";[Humain → Famille];"soeur ; aḫātu ... aḫātu l'une ... l'autre"
aḫātūtu;aḫātūtu;[Humain → Famille];sororité, fait d'être soeur
aḫāzu;aḫāzu  (vb. a/u);[Humain → Famille];"G. prendre, saisir , capturer ; épouser ; apprendre ; acquérir Gt. être lié à ; être instruit dans qqch. D. monter, plaquer, incruster ; épouser Š. faire prendre qqch. à qqn. ; faire marrier qqn. ; faire apprendre qqn., instruire, indiquer à qqn. ; enflammer qqch. Št1. être renseigné, informé Št2. enflammer Štn. instruire, informer qqn. régulièrement N. se marrier ; prendre, se propager (feu)"
aḫê;"aḫê  (adv. ; )";séparément, de son côté, par soi-même;Voir aussi : aḫennâ
aḫennâ;"aḫennâ  (adv. ; )";chacun séparément, chacun à part, un par un;Variantes : aḫannumma, aḫennû
aḫennû;aḫennû;;→ aḫennâ
aḫertu;"aḫertu  (n. f. ; )";[Science → Mathématiques];reste
aḫḫūtu;aḫḫūtu;[Humain → Famille];"fraternité ; sororité"
aḫia aḫia;aḫia aḫia;": côte à côte , l'un à côté de l'autre , à la même hauteur ;";Cf. aḫītu, aḫannâ
aḫiš;aḫiš  ();"seul , tout seul , isolé ;";Cf. aḫu (2)
aḫîš;aḫîš  ();"l'un l'autre , mutuellement ; (kī) aḫîš : ensemble ; issi aḫîš / issaḫîš : ensemble ; ana aḫîš : l'un l'autre , mutuellement ; ina muḫḫi aḫîš : l'un après l'autre ;";Cf. aḫu, aḫamma, aḫānu (1), aḫāmiš
aḫištu;aḫištu  ();[Science → Mathématiques];
aḫīt tanti *;aḫīt tanti *;[Lettres → Géographie → Rivières];bord de lac , bord de mer , rive , rivage
aḫītu;aḫītu;"1) un côté , un flanc ; ina aḫītēšu : secrètement , en secret , en cachette ; 2) une marge , une lisière , une orée ; 3) une bizarrerie , une curiosité , une étrangeté ; 4) pluriel : les environs / l'environnement , les alentours / l'alentour , le voisinage (?) ; 5) l'entourage , les associés ; 6) la malchance, diffamation ; 7) : un paiement supplémentaire / un supplément à payer / une surcharge ;";Voir aussi : battu, idu, lētu, šaḫātu
aḫīu (2);aḫīu (2);"pas habitué , pas habituel ;";
aḫiu;aḫiu  ();;→ aḫû
aḫīu;aḫīu;;→ aḫû (1)
āḫizānu;āḫizānu  ();[Humain];"celui qui se marie / le marié , celui qui s'est marié ;"
aḫiztu;aḫiztu  ();[Humain];"une femme mariée ;"
aḫlamatti;aḫlamatti  ();[Lettres → Langage];"dans la langue des aḫlamû / Araméens , en araméen ;"
aḫlamû;aḫlamû  ();[Lettres → Géographie];"1) peuple nomade voisin des Amorites : les araméens ; 2) langue araméenne ;"
aḫmaḫam;"aḫmaḫam  ( ; Suse)";"l'un l'autre , réciproquement ;";Cf. aḫmāmu
aḫmaḫim;aḫmaḫim;;→ aḫmaḫam
aḫmāmiš;aḫmāmiš;;→ aḫmāmu
aḫmāmu;"aḫmāmu  ( ; Suse)";"l'un l'autre , réciproquement ; ana aḫmāmu / eli aḫmāmu : l'un contre l'autre ; mala aḫmāmu : ensemble , également ;";Cf. aḫmaḫam, aḫāmiš, aḫā ' iš
aḫrâtaš;aḫrâtaš  (adv.);[Temps];"pour toujours à l'avenir ; aḫrâtaš nišī/ūmī pour la postérité"
aḫriātiš;aḫriātiš;[Temps];
aḫrītiš;"aḫrītiš  (adv. ; )";[Temps];"à l'avenir ; aḫrītiš ūmī dans les jours futurs"
aḫrītu;aḫrītu  (n. fem.);[Temps];"avenir ; aḫrât ūmī jours futurs ; nišī aḫrâti postérité"
aḫu (1);"aḫu (1)  [ŠEŠ : ]  (n. ; st. constr. aḫi ; pl. aḫḫū)";[Humain → Famille];"un frère ; aḫāt aḫi : la sœur du frère ; alti aḫi / issi aḫi : la belle-sœur ; mār aḫi : le neveu , le fils du frère ; mar ' at aḫi : la nièce , la fille du frère ;"
aḫû (1);aḫû (1)  [BAR : ]  (adj.);"étrange, bizarre, pas conforme, pas normal, inconnu / pas familier ; extérieur, étranger ;";Cf. aḫu
aḫu (2);aḫu (2);[Humain → Corps];"1) un bras , un côté ; aḫu nadû : baisser les bras / être fainéant / avoir un poil dans la main ; nadê aḫu rašû : devenir négligeant , se relâcher , baisser la garde ; uppi aḫu : (le creux de) l'aisselle ; birti aḫu : la poitrine (?) ; 2) le manche / la poignée (d'un instrument) ; 3) : (dual) : la force , la capacité ; 4) [GÚ : ] : le côté , le rivage (mer) , la rive (fleuve) , les abords (ville, champ) , l'aile (d'une armée) , le flanc (d'un animal) ; aḫu šattim : le tournant / début de l'année (financière) ; aḫu ana aḫu : côte à côte ; (ina) aḫu : à côté de , à ; 5) : une part , une portion , une moitié ; aḫātu (féminin pluriel) : un partenaire (commercial) , un associé ; 6) : aḫānu (masculin pluriel) : des menottes (?) , des entraves pour les bras (?) , les ailes d'un bâtiment (?) ; 7) une manche / un rabat (de vêtement) , armure : une protection de bras ; 8) nīd aḫi : négligence , laxisme , je m'en-foutisme ;"
aḫu (2);aḫu (2)  (n.);"avant bras, bras ; côté";Cf. aḫiš
aḫû (2);aḫû (2);[Humain → Famille];"(Gt) : fraterniser , devenir frères , se faire ami ;"
aḫu emādu *;aḫu emādu *;(D) se mettre à (travailler) , entreprendre (une tâche) , attaquer (un travail) , relever (un défi);Voir aussi : aḫu ummudu
aḫu tabālu;aḫu tabālu;"se mêler , intervenir , mettre son grain de sel ;";Cf. aḫu ubālu
aḫu talmīdu *;aḫu talmīdu *;camarade d' école , camarade de classe;Voir aussi : mulammidu *, talmīdu, aḫu talmīdu *, bēt ṭuppi, ummânu
aḫu ubālu;aḫu ubālu;"se mêler , intervenir , mettre son grain de sel ;";Cf. aḫu tabālu
aḫu ummudu;aḫu ummudu;mettre ses mains sur , toucher , entreprendre( un travail) , commencer , mettre la main à la pâte;Voir aussi : aḫu emādu
aḫû;aḫû;[Humain → Maladie];
aḫūla , aḫullâ , aḫullû , ebertān;aḫūla , aḫullâ , aḫullû , ebertān;[Lettres → Géographie];"1) au delà , derrière , après (distance) ; 2) de l'autre côté du fleuve , sur l'autre rive ;"
aḫula;aḫula  ();hélas;Variantes : aḫūlamma
aḫūla;aḫūla;[Humain → Parole];"malheur ! , hou la la ! , las ! , pauvre (de moi ...) ! , gare ! ;"
aḫulab;aḫulab;;→ aḫulap
aḫulabakku;aḫulabakku;[Religion];"lamentation (pour implorer la miséricorde d'une divinité à l'aide de l'interjection ""aḫulap"") ;"
aḫūlamma;aḫūlamma  ();;→ aḫula
aḫulap;"aḫulap  (interj. ; ; aḫulab ; : aḫulup / aḫulapum)";"1) (demande de clémence / miséricorde envers une divinité) : assez, ça suffit ! ; 2) [šam aḫulap] : (nom de plante) ;";Variantes : aḫulab, aḫulup
aḫullâ;aḫullâ  ();[Lettres → Géographie → Rivières];"sur l'autre rive, de l'autre côté du fleuve ; de l'autre côté, au delà"
aḫullû;aḫullû;[Lettres → Géographie → Rivières];
aḫullûa;aḫullûa  ();[Lettres → Géographie → Rivières];
aḫulup;aḫulup  ();;→ aḫulap
aḫurrû;"aḫurrû  (n. ; )";"petit, jeune, inférieur, subalterne ; jeune enfant";Cf. aḫāru
aḫussu;aḫussu;[Science → Sciences physiques];"la soude ;"
aḫzu;aḫzu;[Humain → Famille];"marié , casé ;"
ai (1);ai (1);[Lettres → Langage];"1) (ne) pas ; 2) : (particule vétitive avant le prétérit) : pourvu que (le sujet) ne ... pas ; 3) : (avant le parfait statif = emphase négative) , ai addin : je n'ai certainement pas donné , il y a intérêt que je n'ai pas donné ; 4) : (double négation avec la deuxième personne au prétérit = forte exhortation affirmative) : sans aucun doute , certainement , absolument , impérativement (?) ; 5) : non ! (d'habitude devant un vocatif) ; 6) : non ! (devant une prohibition) ;"
ai (2) , â , ayyi , ayya , ayyu;ai (2) , â , ayyi , ayya , ayyu;[Vie morale → Sentiments];: hélas !
ai (2);ai (2);[Vie morale → Sentiments];: hélas !
ai (3);ai (3);: où ? (dans noms propres);Voir aussi : aiāka, alê, ali, ēkâ °, ēkamma °, ēkānu °, ēkīam *
ai *;ai *;Puisse ... ne pas (???) , pourvu que ... ne pas (???);
aiāka , alê , ali , ēkâ ° , ēkāmma ° , ēkānu ° , ēkīam;aiāka , alê , ali , ēkâ ° , ēkāmma ° , ēkānu ° , ēkīam;[Lettres → Géographie];"1) où ? ; 2) comment ?;"
aiākamēni lā;aiākamēni lā;"nulle part , en aucun lieu ;";
aiālu;aiālu;[Industrie];"aide , secours , coup de main / pouce , rescousse ; issi X uzuzzu / katāru / šêdu / tappūti alāku : aider , porter secours , donner un coup de main ; ālik tappūti / nērāru , rēṣu : un aide , quelqu'un qui aide / porte secours / donne un coup de main ; kātiru , ṭābu : serviable , utile , efficace , qui aide ;"
aiar ili;aiar ili;[Animaux];caméléon
aiāši;aiāši;moi , me;
aiēša;aiēša  (question);[Lettres → Géographie];où ça ? , où donc ?
aʾīlu;aʾīlu  ();;→ awīlu
aʾīluttu;aʾīluttu  ();;→ awīlūtu
aiumma;aiumma;[Humain];"n'importe qui ;"
aiuru;aiuru   (airu);[Art → Architecture];"voir aussi kakkabtu ; une rosette , une rosace , une cocarde , une fleur ;"
ajinna;ajinna;[Lettres → Géographie];d'où ? , de quelle provenance ?
ajiš;ajiš  (question);[Lettres → Géographie];(vers) où ? , dans quelle direction ?
akal šīri *;"akal šīri *  (rubrique ""nourriture / cuisine"" à créer)";[Nourriture → Cuisine];viande , plat de viande
akalu;akalu  [NINDA.ḪI.A : ]  ([NINDA.MESH : ]);[Nourriture → Aliments];"1) le pain , une miche / une galette ; 2) la nourriture , les victuailles , les vivres ; akal tumri : pain cuit sur des braises ; akalu ḫarrani : le pain de voyage / le casse-croûte ; : bēl akalu : un invité à manger ; akalu ginê : pain d'offrande ;"
akālu;akālu  [GU7 : ]  (vb. a/u);"G. manger ; paître, brouter ; dévaster, consumer, défigurer, enlaidir ; irriter, faire mal ; absorber ; dépenser ; profiter, avoir l'usufruit ; diminuer en largeur (Mathématiques) Gt. se ravager, se dévaster entre eux Š. nourrir, faire paître ; faire consumer ; faire tremper ; satisfaire, contenter ; stat. : être infecté Št. multiplier entre eux, élever au carré (Mathématiques) ; tulâša akālu : nourrir au sein , allaiter ;";Cf. akkilu
akalūtu;akalūtu;[Campagne → Arbres];": arbre ;"
akāmu;akāmu  ();[Ciel → Climat];poussière, brume
akanna;"akanna  (adv. ; )";ainsi, alors;Variantes : ekannam, kanna, kannâ
akanna;akanna  ();"ici ; ana akanna par ici";Variantes : akanni, akannu
akannaka;"akannaka  (adv. ; )";là, là-bas;Variantes : akannaku, akannakunu
akannaku;akannaku;;→ akannaka
akannakunu;akannakunu;;→ akannaka
akannama;akannama  ();de la même manière, de la même façon, de façon similaire, pareillement;Variantes : kannama
akanni;akanni  ();[Temps];"maintenant ;"
akanni;akanni;;→ akanna
akannu;akannu;;→ akanna
akānu;akānu;[Animaux];
akânu;akânu  ();vers ici, par ici;
akāšu;akāšu;[Transport → Terrestre];"G : aller , se déplacer , marcher , aller à pied ;"
akāwa;"akāwa  (origine hourrite ;)";"de côté, de ce côté ;";
akī arḫi;akī arḫi;[Temps];par mois
akī ša;akī ša;tout comme , de manière à , de façon à;Voir aussi : akī arḫi, akī, akânu
akī;akī  ();;→ kī
akia;akia  ();de la manière suivante;Voir aussi : kīam
ākil karṣu;ākil karṣu;[Justice];: calomniateur , diffamateur
ākil simini *;ākil simini *;[Temps];qui prend du temps , long
akiltu;akiltu  (n. f., );"1) la consommation, biens utilisés ; 2) les dépenses , les frais ;";Cf. akālu
ākilu (2);ākilu (2)  (qui mange , mangeur , dévoreur , phage);[Animaux → Insectes];"1) : officiant de culte 2) : chacal 3) : chenille 4) charançon , ver (à bois ...) , vermine (?) , le ciron , la mite du fromage ;"
ākilu;ākilu  (n.);[Animaux → Insectes];"1) qui mange , en train de manger ; 2) mangeur , mangeur d'homme , cannibale , dévoreur ; 3) : une chenille ; 4) corrosif ;"
akītu;"akītu  [Á.KI.IT : , A.KI.TU : , Á.KI.TUM : ]  (n. f., pl. akiātu, akâte ; )";[Religion];"1) fête de la victoire ; 2) (présent aussi dans nom propre) ; [ūm / isin akīti] : le jour / festival de l'Akitu (fête du Nouvel An -Premier Nissan-) ; [bīt akītu] : bâtiment de la fête de l'Akitu ; [akītu ṣēri] : fête de l'Akitu à la campagne ; [bāb akītu] : porte de l'Akitu ;"
akkadattu;akkadattu;[Lettres → Géographie → Pays];"en akkadien ;"
Akkade;"Akkade  (Controverse : il semble que ce nom largement accepté soit une mauvaise interprétation du nom ""Arak"" (proche du nom ""Irak"" ainsi que ""Erech"" ...) ; d'après Lamsa)";[Lettres → Géographie → Pays];"pays / région, ville (?) : Akkad ;"
akkadīia;akkadīia  ();[Animaux → Domestiques];"un coq ;"
akkadītu;akkadītu  ();[Animaux → Domestiques];"1) féminin de akkidīyē : akkadienne ; 2) une poule , une géline / une galline ;"
akkadû;akkadû  [URI : ]  (f. akkadītu);"akkadien, d'Akkade ;";Cf. Akkade, akkadû, akkidīyē
akkāʾi;akkāʾi;"pronom interrogatif : comment ?
conjonction : akkāʾi kī comment ; quand, dès que";Variantes : akkâya
akkāʾikī;"akkāʾikī  ( ; pronom interrogatif)";[Mesures];combien ?
akkannu;"akkannu  ( ; a(k)kānu ; ; )";[Animaux];"1) âne sauvage , onagre ; 2) (Nuzi) : (une race de chevaux) ; 3) : (un oiseau)"
akkānu;akkānu;[Animaux];
akkâya;akkâya;;→ akkāʾi
akkī;akkī  ();;→ kī
akkidīyē;akkidīyē  [URI.KI : ];"1) : langues, meubles, bateaux, tissus ... : du pays d'Akkad , de la ville d'Akkad , akkadien ; 2) nom générique ? : les Akkadiens (?) ; féminin : akkadītu : akkadienne , les Akkadiennes (?) ; 3) nom d'une une race de moutons ;";Cf. Akkade, akkadû, akkidīyē
akkilu;akkilu;[Nourriture];"1) : un (lion) mangeur , un mangeur d'homme ; 2) un gourmand , un glouton , un bâfreur , un morfale , un goinfre , quelqu'un qui se goinfre ; [akkilūtu] : la gloutonnerie , la goinfrerie , la gourmandise ;"
